Year,City,Sport,Discipline,Country,Gender,Event,Medal,Athlete
1976,Montreal,Athletics,Athletics,MEX,Men,20KM Walk,Gold,"BAUTISTA ROCHA, Daniel"
1976,Montreal,Athletics,Athletics,NZL,Men,1500M,Gold,"WALKER, John"
1976,Montreal,Athletics,Athletics,NZL,Men,5000M,Silver,"QUAX, Dick Theodorus"
1976,Montreal,Athletics,Athletics,POL,Men,3000M Steeplechase,Silver,"MALINOWSKI, Bronislaw"
1976,Montreal,Athletics,Athletics,POL,Men,High Jump,Gold,"WSZOLA, Jacek"
1976,Montreal,Athletics,Athletics,POL,Men,Pole Vault,Gold,"SLUSARSKI, Tadeusz"
1976,Montreal,Athletics,Athletics,POL,Women,400M,Gold,"SZEWINSKA, Irena"
1976,Montreal,Athletics,Athletics,POR,Men,10000M,Silver,"LOPES, Carlos"
1976,Montreal,Athletics,Athletics,ROU,Men,Javelin Throw,Bronze,"MEGELEA, Gheorghe"
1976,Montreal,Athletics,Athletics,SWE,Men,3000M Steeplechase,Gold,"GARDERUD, Anders"
1976,Montreal,Athletics,Athletics,TCH,Women,Shot Put,Bronze,"FIBINGEROVA, Helena"
1976,Montreal,Athletics,Athletics,TRI,Men,100M,Gold,"CRAWFORD, Hasely"
1976,Montreal,Athletics,Athletics,URS,Men,100M,Bronze,"BORZOV, Valery"
1976,Montreal,Athletics,Athletics,URS,Men,400M Hurdles,Bronze,"GAVRILENKO, Yevgeni"
1976,Montreal,Athletics,Athletics,URS,Men,Decathlon,Bronze,"AVILOV, Nikolai"
1976,Montreal,Athletics,Athletics,URS,Men,Hammer Throw,Bronze,"BONDARCHUK, Anatoli"
1976,Montreal,Athletics,Athletics,URS,Men,Hammer Throw,Gold,"SEDYKH, Yuri"
1976,Montreal,Athletics,Athletics,URS,Men,Hammer Throw,Silver,"SPIRIDONOV, Aleksei"
1976,Montreal,Athletics,Athletics,URS,Men,Shot Put,Bronze,"BARYSHNIKOV, Aleksandr"
1976,Montreal,Athletics,Athletics,URS,Men,Shot Put,Silver,"MIRONOV, Yevgeni"
1976,Montreal,Athletics,Athletics,URS,Men,Triple Jump,Gold,"SANEEV, Viktor"
1976,Montreal,Athletics,Athletics,URS,Women,100M Hurdles,Bronze,"LEBEDEVA, Natalya"
1976,Montreal,Athletics,Athletics,URS,Women,100M Hurdles,Silver,"ANISIMOVA, Tatiana"
1976,Montreal,Athletics,Athletics,URS,Women,1500M,Gold,"KAZANKINA, Tatiana"
1976,Montreal,Athletics,Athletics,URS,Women,800M,Gold,"KAZANKINA, Tatiana"
1976,Montreal,Athletics,Athletics,URS,Women,Long Jump,Bronze,"ALFEEVA, Lidia"
1976,Montreal,Athletics,Athletics,URS,Women,Shot Put,Silver,"CHIZHOVA, Nadezhda"
1976,Montreal,Athletics,Athletics,USA,Men,110M Hurdles,Bronze,"DAVENPORT, Willie"
1976,Montreal,Athletics,Athletics,USA,Men,200M,Bronze,"EVANS, Dwayne Eugene"
1976,Montreal,Athletics,Athletics,USA,Men,200M,Silver,"HAMPTON, Millard Frank Jr."
1976,Montreal,Athletics,Athletics,USA,Men,400M,Bronze,"FRAZIER, Herman Ronald"
1976,Montreal,Athletics,Athletics,USA,Men,400M,Silver,"NEWHOUSE, Frederick Vaughn"
1976,Montreal,Athletics,Athletics,USA,Men,400M Hurdles,Gold,"MOSES, Edwin"
1976,Montreal,Athletics,Athletics,USA,Men,400M Hurdles,Silver,"SHINE, Michael Lyle"
1976,Montreal,Athletics,Athletics,USA,Men,800M,Bronze,"WOHLHUTER, Richard Charles"
1976,Montreal,Athletics,Athletics,USA,Men,Decathlon,Gold,"JENNER, William Bruce"
1976,Montreal,Athletics,Athletics,USA,Men,Discus Throw,Bronze,"POWELL, John Gates"
1976,Montreal,Athletics,Athletics,USA,Men,Discus Throw,Gold,"WILKINS, Malcolm Maurice"
1976,Montreal,Athletics,Athletics,USA,Men,High Jump,Bronze,"STONES, Dwight Edwin"
1976,Montreal,Athletics,Athletics,USA,Men,Long Jump,Gold,"ROBINSON, Arnie"
1976,Montreal,Athletics,Athletics,USA,Men,Long Jump,Silver,"WILLIAMS, Randel Luvelle"
1976,Montreal,Athletics,Athletics,USA,Men,Marathon,Silver,"SHORTER, Frank Charles"
1976,Montreal,Athletics,Athletics,USA,Men,Pole Vault,Bronze,"ROBERTS, David Luther"
1976,Montreal,Athletics,Athletics,USA,Men,Triple Jump,Silver,"BUTTS, James A."
1976,Montreal,Athletics,Athletics,USA,Women,Javelin Throw,Bronze,"SCHMIDT, Kathryn Joan"
1976,Montreal,Athletics,Athletics,USA,Women,Long Jump,Silver,"MCMILLAN, Catherine Laverne"
1976,Montreal,Athletics,Athletics,FRG,Men,4X400M Relay,Bronze,FRG
1976,Montreal,Athletics,Athletics,FRG,Women,4X100M Relay,Silver,FRG
1976,Montreal,Athletics,Athletics,GDR,Men,4X100M Relay,Silver,GDR
1976,Montreal,Athletics,Athletics,GDR,Women,4X100M Relay,Gold,GDR
1976,Montreal,Athletics,Athletics,GDR,Women,4X400M Relay,Gold,GDR
1976,Montreal,Athletics,Athletics,POL,Men,4X400M Relay,Silver,POL
1976,Montreal,Athletics,Athletics,URS,Men,4X100M Relay,Bronze,URS
1976,Montreal,Athletics,Athletics,URS,Women,4X100M Relay,Bronze,URS
1976,Montreal,Athletics,Athletics,URS,Women,4X400M Relay,Bronze,URS
1976,Montreal,Athletics,Athletics,USA,Men,4X100M Relay,Gold,USA
1976,Montreal,Athletics,Athletics,USA,Men,4X400M Relay,Gold,USA
1976,Montreal,Athletics,Athletics,USA,Women,4X400M Relay,Silver,USA
1976,Montreal,Basketball,Basketball,BUL,Women,Basketball,Bronze,BUL
1976,Montreal,Basketball,Basketball,URS,Men,Basketball,Bronze,URS
1976,Montreal,Basketball,Basketball,URS,Women,Basketball,Gold,URS
1976,Montreal,Basketball,Basketball,USA,Men,Basketball,Gold,USA
1976,Montreal,Basketball,Basketball,USA,Women,Basketball,Silver,USA
1976,Montreal,Basketball,Basketball,YUG,Men,Basketball,Silver,YUG
1976,Montreal,Boxing,Boxing,BER,Men,+ 81KG (Heavyweight),Bronze,"HILL, Clarence"
1976,Montreal,Boxing,Boxing,BUL,Men,60 - 63.5KG (Light-Welterweight),Bronze,"KOLEV, Vladimir"
1976,Montreal,Boxing,Boxing,CUB,Men,+ 81KG (Heavyweight),Gold,"STEVENSON, Teofilo"
1976,Montreal,Boxing,Boxing,CUB,Men,- 48KG (Light-Flyweight),Gold,"HERNANDEZ PADRON, Jorge"
1976,Montreal,Boxing,Boxing,CUB,Men,48 - 51KG (Flyweight),Silver,"DUVALON CARRION, Ramon"
1976,Montreal,Boxing,Boxing,CUB,Men,54 - 57KG (Featherweight),Gold,"HERRERA VERA, Angel"
1976,Montreal,Boxing,Boxing,CUB,Men,60 - 63.5KG (Light-Welterweight),Silver,"ALDAMA CABRERA, Andres"
1976,Montreal,Boxing,Boxing,CUB,Men,67 - 71KG (Light-Middleweight),Bronze,"GARBEY, Rolando"
1976,Montreal,Boxing,Boxing,CUB,Men,71-75KG,Bronze,"MARTINEZ SANCHEZ, Luis Felipe"
1976,Montreal,Boxing,Boxing,CUB,Men,75 - 81KG (Light-Heavyweight),Silver,"SORIA CABRERA, Sixto"
1976,Montreal,Boxing,Boxing,FRG,Men,63.5 - 67KG (Welterweight),Bronze,"SKRICEK, Reinhard"
1976,Montreal,Boxing,Boxing,GBR,Men,51 - 54KG (Bantamweight),Bronze,"COWDELL, Patrick"
1976,Montreal,Boxing,Boxing,GDR,Men,54 - 57KG (Featherweight),Silver,"NOWAKOWSKI, Richard"
1976,Montreal,Boxing,Boxing,GDR,Men,63.5 - 67KG (Welterweight),Gold,"BACHFELD, Jochen"
1976,Montreal,Boxing,Boxing,MEX,Men,54 - 57KG (Featherweight),Bronze,"PAREDES, Juan"
1976,Montreal,Boxing,Boxing,POL,Men,48 - 51KG (Flyweight),Bronze,"BLAZYNSKI, Leszek"
1976,Montreal,Boxing,Boxing,POL,Men,54 - 57KG (Featherweight),Bronze,"KOSEDOWSKI, Leszek"
1976,Montreal,Boxing,Boxing,POL,Men,60 - 63.5KG (Light-Welterweight),Bronze,"SZCZERBA, Kazimierz"
1976,Montreal,Boxing,Boxing,POL,Men,67 - 71KG (Light-Middleweight),Gold,"RYBICKI, Jerzy"
1976,Montreal,Boxing,Boxing,POL,Men,75 - 81KG (Light-Heavyweight),Bronze,"GORTAT, Janusz"
1976,Montreal,Boxing,Boxing,PRK,Men,- 48KG (Light-Flyweight),Silver,"LI, Byong Uk"
1976,Montreal,Boxing,Boxing,PRK,Men,51 - 54KG (Bantamweight),Gold,"GU, Young Jo"
1976,Montreal,Boxing,Boxing,PUR,Men,- 48KG (Light-Flyweight),Bronze,"MALDONADO, Orlando"
1976,Montreal,Boxing,Boxing,ROU,Men,+ 81KG (Heavyweight),Silver,"SIMON, Mircea"
1976,Montreal,Boxing,Boxing,ROU,Men,57 - 60KG (Lightweight),Silver,"CUTOV, Simion"
1976,Montreal,Boxing,Boxing,ROU,Men,63.5 - 67KG (Welterweight),Bronze,"ZILBERMAN, Victor"
1976,Montreal,Boxing,Boxing,ROU,Men,71-75KG,Bronze,"NASTAC, Alexandru"
1976,Montreal,Boxing,Boxing,ROU,Men,75 - 81KG (Light-Heavyweight),Bronze,"DAFINOIU, Costica"
1976,Montreal,Boxing,Boxing,THA,Men,- 48KG (Light-Flyweight),Bronze,"POOLTARAT, Payao"
1976,Montreal,Boxing,Boxing,URS,Men,48 - 51KG (Flyweight),Bronze,"TOROSYAN, David"
1976,Montreal,Boxing,Boxing,URS,Men,51 - 54KG (Bantamweight),Bronze,"RYBAKOV, Viktor"
1976,Montreal,Boxing,Boxing,URS,Men,57 - 60KG (Lightweight),Bronze,"SOLOMIN, Vasili"
1976,Montreal,Boxing,Boxing,URS,Men,67 - 71KG (Light-Middleweight),Bronze,"SAVCHENKO, Viktor"
1976,Montreal,Boxing,Boxing,URS,Men,71-75KG,Silver,"RISKIEV, Rufat"
1976,Montreal,Boxing,Boxing,USA,Men,+ 81KG (Heavyweight),Bronze,"TATE, John"
1976,Montreal,Boxing,Boxing,USA,Men,48 - 51KG (Flyweight),Gold,"RANDOLPH, Leonard"
1976,Montreal,Boxing,Boxing,USA,Men,51 - 54KG (Bantamweight),Silver,"MOONEY, Charles Michael"
1976,Montreal,Boxing,Boxing,USA,Men,57 - 60KG (Lightweight),Gold,"DAVIS, Howard Edward, Jr."
1976,Montreal,Boxing,Boxing,USA,Men,60 - 63.5KG (Light-Welterweight),Gold,"LEONARD, Ray Charles"
1976,Montreal,Boxing,Boxing,USA,Men,71-75KG,Gold,"SPINKS, Michael L."
1976,Montreal,Boxing,Boxing,USA,Men,75 - 81KG (Light-Heavyweight),Gold,"SPINKS, Leonard, Jr."
1976,Montreal,Boxing,Boxing,VEN,Men,63.5 - 67KG (Welterweight),Silver,"GAMARRO, Pedro José"
1976,Montreal,Boxing,Boxing,YUG,Men,57 - 60KG (Lightweight),Bronze,"RUSEVSKI, Ace"
1976,Montreal,Boxing,Boxing,YUG,Men,67 - 71KG (Light-Middleweight),Silver,"KACAR, Tadija"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,CAN,Men,C-1 500M (Canoe Single),Silver,"WOOD, John"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,GDR,Men,K-1 1000M (Kayak Single),Gold,"HELM, Rüdiger"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,GDR,Men,K-1 500M (Kayak Single),Bronze,"HELM, Rüdiger"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,GDR,Women,K-1 500M (Kayak Single),Gold,"ZIRZOW, Carola"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,HUN,Men,C-1 1000M (Canoe Single),Bronze,"WICHMANN, Tamas"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,HUN,Men,K-1 1000M (Kayak Single),Silver,"CSAPO, Geza"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,HUN,Men,K-1 500M (Kayak Single),Silver,"SZTANITY, Zoltan"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,HUN,Women,K-1 500M (Kayak Single),Bronze,"RAJNAI, Klara"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,ROU,Men,K-1 1000M (Kayak Single),Bronze,"DIBA, Vasile"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,ROU,Men,K-1 500M (Kayak Single),Gold,"DIBA, Vasile"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,URS,Men,C-1 1000M (Canoe Single),Silver,"YURCHENKO, Vasili"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,URS,Men,C-1 500M (Canoe Single),Gold,"ROGOV, Aleksandr"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,URS,Women,K-1 500M (Kayak Single),Silver,"KORSHUNOVA, Tatyana"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,YUG,Men,C-1 1000M (Canoe Single),Gold,"LJUBEK, Matija"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,YUG,Men,C-1 500M (Canoe Single),Bronze,"LJUBEK, Matija"
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,ESP,Men,K-4 1000M (Kayak Four),Silver,ESP
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,GDR,Men,K-2 1000M (Kayak Double),Silver,GDR
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,GDR,Men,K-2 500M (Kayak Double),Gold,GDR
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,GDR,Men,K-4 1000M (Kayak Four),Bronze,GDR
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,GDR,Women,K-2 500M (Kayak Double),Bronze,GDR
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,HUN,Men,C-2 1000M (Canoe Double),Bronze,HUN
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,HUN,Men,C-2 500M (Canoe Double),Bronze,HUN
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,HUN,Men,K-2 1000M (Kayak Double),Bronze,HUN
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,HUN,Women,K-2 500M (Kayak Double),Silver,HUN
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,POL,Men,C-2 500M (Canoe Double),Silver,POL
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,ROU,Men,C-2 1000M (Canoe Double),Silver,ROU
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,ROU,Men,K-2 500M (Kayak Double),Bronze,ROU
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,URS,Men,C-2 1000M (Canoe Double),Gold,URS
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,URS,Men,C-2 500M (Canoe Double),Gold,URS
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,URS,Men,K-2 1000M (Kayak Double),Gold,URS
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,URS,Men,K-2 500M (Kayak Double),Silver,URS
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,URS,Men,K-4 1000M (Kayak Four),Gold,URS
1976,Montreal,Canoe / Kayak,Canoe / Kayak F,URS,Women,K-2 500M (Kayak Double),Gold,URS
1976,Montreal,Cycling,Cycling Road,ITA,Men,Individual Road Race,Silver,"MARTINELLI, Giuseppe"
1976,Montreal,Cycling,Cycling Road,POL,Men,Individual Road Race,Bronze,"NOWICKI, Mieczyslaw"
1976,Montreal,Cycling,Cycling Road,SWE,Men,Individual Road Race,Gold,"JOHANSSON, Bernt"
1976,Montreal,Cycling,Cycling Road,DEN,Men,Team Time Trial,Bronze,DEN
1976,Montreal,Cycling,Cycling Road,POL,Men,Team Time Trial,Silver,POL
1976,Montreal,Cycling,Cycling Road,URS,Men,Team Time Trial,Gold,URS
1976,Montreal,Cycling,Cycling Track,BEL,Men,1KM Time Trial,Silver,"VAARTEN, Michel"
1976,Montreal,Cycling,Cycling Track,DEN,Men,1KM Time Trial,Bronze,"FREDBORG, Niels Christian"
1976,Montreal,Cycling,Cycling Track,FRA,Men,Sprint Indivual,Silver,"MORELON, Daniel"
1976,Montreal,Cycling,Cycling Track,FRG,Men,Individual Pursuit,Gold,"BRAUN, Gregor"
1976,Montreal,Cycling,Cycling Track,GDR,Men,1KM Time Trial,Gold,"GRÜNKE, Klaus-Jürgen"
1976,Montreal,Cycling,Cycling Track,GDR,Men,Individual Pursuit,Bronze,"HUSCHKE, Thomas"
1976,Montreal,Cycling,Cycling Track,GDR,Men,Sprint Indivual,Bronze,"GESCHKE, Hans-Jürgen"
1976,Montreal,Cycling,Cycling Track,NED,Men,Individual Pursuit,Silver,"PONSTEEN, Herman"
1976,Montreal,Cycling,Cycling Track,TCH,Men,Sprint Indivual,Gold,"TKAC, Anton"
1976,Montreal,Cycling,Cycling Track,FRG,Men,Team Pursuit (4000M),Gold,FRG
1976,Montreal,Cycling,Cycling Track,GBR,Men,Team Pursuit (4000M),Bronze,GBR
1976,Montreal,Cycling,Cycling Track,URS,Men,Team Pursuit (4000M),Silver,URS
1976,Montreal,Equestrian,Dressage,FRG,Men,Individual,Bronze,"KLIMKE, Reiner"
1976,Montreal,Equestrian,Dressage,FRG,Men,Individual,Silver,"BOLDT, Harry"
1976,Montreal,Equestrian,Dressage,FRG,Women,Team,Gold,"GRILLO, Gabriela"
1976,Montreal,Equestrian,Dressage,SUI,Men,Team,Silver,"LEHMANN, Ulrich"
1976,Montreal,Equestrian,Dressage,SUI,Women,Individual,Gold,"STUECKELBERGER, Christine"
1976,Montreal,Equestrian,Dressage,FRG,Men,Team,Gold,FRG
1976,Montreal,Equestrian,Dressage,SUI,Women,Team,Silver,SUI
1976,Montreal,Equestrian,Dressage,USA,Women,Team,Bronze,USA
1976,Montreal,Equestrian,Eventing,FRG,Men,Individual,Bronze,"SCHULTZ, Karl"
1976,Montreal,Equestrian,Eventing,USA,Men,Individual,Gold,"COFFIN, Edmund Sloane"
1976,Montreal,Equestrian,Eventing,USA,Men,Individual,Silver,"PLUMB, John Michael"
1976,Montreal,Equestrian,Eventing,USA,Women,Team,Gold,"TAUSKEY, Mary Anne"
1976,Montreal,Equestrian,Eventing,AUS,Men,Team,Bronze,AUS
1976,Montreal,Equestrian,Eventing,FRG,Men,Team,Silver,FRG
1976,Montreal,Equestrian,Eventing,USA,Men,Team,Gold,USA
1976,Montreal,Equestrian,Jumping,BEL,Men,Individual,Bronze,"MATHY, Francois"
1976,Montreal,Equestrian,Jumping,CAN,Men,Individual,Silver,"VAILLANCOURT, Michel"
1976,Montreal,Equestrian,Jumping,FRG,Men,Individual,Gold,"SCHOCKEMÖHLE, Alwin"
1976,Montreal,Equestrian,Jumping,BEL,Men,Team,Bronze,BEL
1976,Montreal,Equestrian,Jumping,FRA,Men,Team,Gold,FRA
1976,Montreal,Equestrian,Jumping,FRG,Men,Team,Silver,FRG
1976,Montreal,Fencing,Fencing,FRA,Men,Foil Individual,Bronze,"TALVARD, Bernard"
1976,Montreal,Fencing,Fencing,FRG,Men,Épée Individual,Gold,"PUSCH, Alexander"
1976,Montreal,Fencing,Fencing,FRG,Men,Épée Individual,Silver,"HEHN, Hans-Jürgen"
1976,Montreal,Fencing,Fencing,HUN,Men,Épée Individual,Bronze,"KULCSAR, Gyözö"
1976,Montreal,Fencing,Fencing,HUN,Women,Foil Individual,Gold,"SCHWARCZENBERGER, Ildiko"
1976,Montreal,Fencing,Fencing,ITA,Men,Foil Individual,Gold,"DAL ZOTTO, Fabio"
1976,Montreal,Fencing,Fencing,ITA,Women,Foil Individual,Silver,"COLLINO, Maria Consolata"
1976,Montreal,Fencing,Fencing,URS,Men,Foil Individual,Silver,"ROMANKOV, Aleksander"
1976,Montreal,Fencing,Fencing,URS,Men,Sabre Individual,Bronze,"SIDYAK, Viktor"
1976,Montreal,Fencing,Fencing,URS,Men,Sabre Individual,Gold,"KROVOPUSKOV, Viktor"
1976,Montreal,Fencing,Fencing,URS,Men,Sabre Individual,Silver,"NAZLYMOV, Vladimir"
1976,Montreal,Fencing,Fencing,URS,Women,Foil Individual,Bronze,"NOVIKOVA-BELOVA, Elena"
1976,Montreal,Fencing,Fencing,FRA,Men,Foil Team,Bronze,FRA
1976,Montreal,Fencing,Fencing,FRA,Women,Foil Team,Silver,FRA
1976,Montreal,Fencing,Fencing,FRG,Men,Foil Team,Gold,FRG
1976,Montreal,Fencing,Fencing,FRG,Men,Épée Team,Silver,FRG
1976,Montreal,Fencing,Fencing,HUN,Women,Foil Team,Bronze,HUN
1976,Montreal,Fencing,Fencing,ITA,Men,Foil Team,Silver,ITA
1976,Montreal,Fencing,Fencing,ITA,Men,Sabre Team,Silver,ITA
1976,Montreal,Fencing,Fencing,ROU,Men,Sabre Team,Bronze,ROU
1976,Montreal,Fencing,Fencing,SUI,Men,Épée Team,Bronze,SUI
1976,Montreal,Fencing,Fencing,SWE,Men,Épée Team,Gold,SWE
1976,Montreal,Fencing,Fencing,URS,Men,Sabre Team,Gold,URS
1976,Montreal,Fencing,Fencing,URS,Women,Foil Team,Gold,URS
1976,Montreal,Football,Football,GDR,Men,Football,Gold,GDR
1976,Montreal,Football,Football,POL,Men,Football,Silver,POL
1976,Montreal,Football,Football,URS,Men,Football,Bronze,URS
1976,Montreal,Gymnastics,Artistic G.,FRA,Men,Horizontal Bar,Bronze,"BOERIO, Henry"
1976,Montreal,Gymnastics,Artistic G.,FRG,Men,Horizontal Bar,Bronze,"GIENGER, Eberhard"
1976,Montreal,Gymnastics,Artistic G.,GDR,Men,Pommel Horse,Bronze,"NIKOLAY, Michael"
1976,Montreal,Gymnastics,Artistic G.,GDR,Women,Vault,Silver,"DOMBECK, Carola"
1976,Montreal,Gymnastics,Artistic G.,HUN,Men,Pommel Horse,Gold,"MAGYAR, Zoltan"
1976,Montreal,Gymnastics,Artistic G.,HUN,Women,Uneven Bars,Bronze,"EGERVARY, Marta"
1976,Montreal,Gymnastics,Artistic G.,JPN,Men,Horizontal Bar,Gold,"TSUKAHARA, Mitsuo"
1976,Montreal,Gymnastics,Artistic G.,JPN,Men,Horizontal Bar,Silver,"KENMOTSU, Eizo"
1976,Montreal,Gymnastics,Artistic G.,JPN,Men,Individual All-Round,Bronze,"TSUKAHARA, Mitsuo"
1976,Montreal,Gymnastics,Artistic G.,JPN,Men,Individual All-Round,Silver,"KATO, Sawao"
1976,Montreal,Gymnastics,Artistic G.,JPN,Men,Parallel Bars,Bronze,"TSUKAHARA, Mitsuo"
1976,Montreal,Gymnastics,Artistic G.,JPN,Men,Parallel Bars,Gold,"KATO, Sawao"
1976,Montreal,Gymnastics,Artistic G.,JPN,Men,Pommel Horse,Silver,"KENMOTSU, Eizo"
1976,Montreal,Gymnastics,Artistic G.,JPN,Men,Vault,Bronze,"KAJIYAMA, Hiroshi"
1976,Montreal,Gymnastics,Artistic G.,JPN,Men,Vault,Silver,"TSUKAHARA, Mitsuo"
1976,Montreal,Gymnastics,Artistic G.,ROU,Men,Rings,Bronze,"GRECU, Danut"
1976,Montreal,Gymnastics,Artistic G.,ROU,Women,Balance Beam,Bronze,"UNGUREANU, Teodora"
1976,Montreal,Gymnastics,Artistic G.,ROU,Women,Balance Beam,Gold,"COMANECI, Nadia"
1976,Montreal,Gymnastics,Artistic G.,ROU,Women,Floor Exercises,Bronze,"COMANECI, Nadia"
1976,Montreal,Gymnastics,Artistic G.,ROU,Women,Individual All-Round,Gold,"COMANECI, Nadia"
1976,Montreal,Gymnastics,Artistic G.,ROU,Women,Uneven Bars,Gold,"COMANECI, Nadia"
1976,Montreal,Gymnastics,Artistic G.,ROU,Women,Uneven Bars,Silver,"UNGUREANU, Teodora"
1976,Montreal,Gymnastics,Artistic G.,URS,Men,Floor Exercises,Gold,"ANDRIANOV, Nikolay"
1976,Montreal,Gymnastics,Artistic G.,URS,Men,Floor Exercises,Silver,"MARCHENKO, Vladimir"
1976,Montreal,Gymnastics,Artistic G.,URS,Men,Individual All-Round,Gold,"ANDRIANOV, Nikolay"
1976,Montreal,Gymnastics,Artistic G.,URS,Men,Parallel Bars,Silver,"ANDRIANOV, Nikolay"
1976,Montreal,Gymnastics,Artistic G.,URS,Men,Pommel Horse,Bronze,"ANDRIANOV, Nikolay"
1976,Montreal,Gymnastics,Artistic G.,URS,Men,Rings,Gold,"ANDRIANOV, Nikolay"
1976,Montreal,Gymnastics,Artistic G.,URS,Men,Rings,Silver,"DITYATIN, Aleksandr"
1976,Montreal,Gymnastics,Artistic G.,URS,Men,Vault,Gold,"ANDRIANOV, Nikolay"
1976,Montreal,Gymnastics,Artistic G.,URS,Women,Balance Beam,Silver,"KORBUT, Olga"
1976,Montreal,Gymnastics,Artistic G.,URS,Women,Floor Exercises,Gold,"KIM, Nelli"
1976,Montreal,Gymnastics,Artistic G.,URS,Women,Floor Exercises,Silver,"TURISCHEVA, Lyudmila"
1976,Montreal,Gymnastics,Artistic G.,URS,Women,Individual All-Round,Bronze,"TURISCHEVA, Lyudmila"
1976,Montreal,Gymnastics,Artistic G.,URS,Women,Individual All-Round,Silver,"KIM, Nelli"
1976,Montreal,Gymnastics,Artistic G.,URS,Women,Vault,Gold,"KIM, Nelli"
1976,Montreal,Gymnastics,Artistic G.,URS,Women,Vault,Silver,"TURISCHEVA, Lyudmila"
1976,Montreal,Gymnastics,Artistic G.,USA,Men,Floor Exercises,Bronze,"KORMANN, Peter Martin"
1976,Montreal,Gymnastics,Artistic G.,GDR,Men,Team Competition,Bronze,GDR
1976,Montreal,Gymnastics,Artistic G.,GDR,Women,Team Competition,Bronze,GDR
1976,Montreal,Gymnastics,Artistic G.,JPN,Men,Team Competition,Gold,JPN
1976,Montreal,Gymnastics,Artistic G.,ROU,Women,Team Competition,Silver,ROU
1976,Montreal,Gymnastics,Artistic G.,URS,Men,Team Competition,Silver,URS
1976,Montreal,Gymnastics,Artistic G.,URS,Women,Team Competition,Gold,URS
1976,Montreal,Handball,Handball,GDR,Women,Handball,Silver,GDR
1976,Montreal,Handball,Handball,HUN,Women,Handball,Bronze,HUN
1976,Montreal,Handball,Handball,POL,Men,Handball,Bronze,POL
1976,Montreal,Handball,Handball,ROU,Men,Handball,Silver,ROU
1976,Montreal,Handball,Handball,URS,Men,Handball,Gold,URS
1976,Montreal,Handball,Handball,URS,Women,Handball,Gold,URS
1976,Montreal,Hockey,Hockey,AUS,Men,Hockey,Silver,AUS
1976,Montreal,Hockey,Hockey,NZL,Men,Hockey,Gold,NZL
1976,Montreal,Hockey,Hockey,PAK,Men,Hockey,Bronze,PAK
1976,Montreal,Judo,Judo,CUB,Men,- 63KG (Lightweight),Gold,"RODRIGUEZ TORRES, Hector"
1976,Montreal,Judo,Judo,FRA,Men,63 - 70KG (Half-Middleweight),Bronze,"VIAL, Patrick"
1976,Montreal,Judo,Judo,FRG,Men,+ 93KG (Heavyweight),Silver,"NEUREUTHER, Günther"
1976,Montreal,Judo,Judo,GBR,Men,80 - 93KG (Half-Heavyweight),Bronze,"STARBROOK, David Colin"
1976,Montreal,Judo,Judo,GBR,Men,Open Category,Silver,"REMFRY, Keith"
1976,Montreal,Judo,Judo,HUN,Men,- 63KG (Lightweight),Bronze,"TUNCSIK, Jozsef"
1976,Montreal,Judo,Judo,ITA,Men,- 63KG (Lightweight),Bronze,"MARIANI, Felice"
1976,Montreal,Judo,Judo,JPN,Men,+ 93KG (Heavyweight),Bronze,"ENDO, Sumio"
1976,Montreal,Judo,Judo,JPN,Men,63 - 70KG (Half-Middleweight),Silver,"KURAMOTO, Koji"
1976,Montreal,Judo,Judo,JPN,Men,70 - 80KG (Middleweight),Gold,"SONODA, Isamu"
